sentence,label_name
he forgets to make it entertaining ,negative
appealing character quirks ,positive
all the halfhearted zeal ,negative
worst harangues ,negative
that were once amusing ,negative
enhances the personal touch of manual animation ,positive
"'s not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd ",negative
are not to be dismissed . ,positive
almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ... `` my big fat greek wedding '' comes from the heart ... ,positive
it does n't take itself so deadly seriously ,positive
"cheesy backdrops , ridiculous action sequences , ",negative
"that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies ",positive
"the three leads produce adequate performances , but ",positive
a certain degree of wit and dignity ,positive
been conjured up only 10 minutes prior to filming ,negative
the none-too-original premise ,negative
a kitchen sink ,negative
's lovely ,positive
being surprisingly dull ,negative
it 's crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins . ,negative
"make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",positive
"looking , sounding and simply feeling like no other film in recent history ",positive
was able to overcome his personal obstacles and become a good man ,positive
"a pleasing , ",positive
like a glossy rehash ,positive
fascinating ,positive
", truly bad ",negative
numbing experience ,negative
typical junkie opera ,negative
gaps in their relationships ,negative
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ,positive
left slightly disappointed that it did n't ,negative
"by turns gripping , amusing , tender and heart-wrenching ",positive
"apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it . ",negative
cop flick cliches ,negative
new inspiration ,positive
a fairly enjoyable mixture ,positive
shallow styles ,negative
of this alleged psychological thriller in search of purpose or even a plot ,negative
"a stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us ",positive
the latest adam sandler assault and possibly the worst film of the year . ,negative
"do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people . ",negative
leave feeling like you 've endured a long workout without your pulse ever racing ,positive
i do n't blame eddie murphy but should n't ,negative
"slow , ",negative
in sorrow ,negative
dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ,positive
"who are either too goodly , wise and knowing or downright comically evil ",negative
nice piece of work . ,positive
disease ,negative
they used to anymore ,positive
incoherent jumble ,negative
"it takes a really long , slow and dreary time to dope out what tuck everlasting is about . ",negative
and sumptuous stream ,positive
to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,negative
simply ca n't recommend it enough . ,positive
a total misfire ,negative
combines the enigmatic features of ` memento ' ,positive
", deceit and murder ",negative
"is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . ",positive
"to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ",negative
an exhilarating ,positive
the code talkers deserved better than a hollow tribute . ,negative
that woman 's doubts ,negative
taboo ,negative
issues ' ,negative
an angel simplicity ,positive
the timeless spectacle ,positive
relevant today ,positive
"buoyant , expressive flow ",positive
is so anemic ,negative
", at times sublime , visuals ",positive
"often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy ",negative
"everything kieslowski 's work aspired to , including the condition of art ",positive
's a bargain-basement european pickup . ,negative
"love , history , memory , resistance and artistic transcendence ",positive
essentially ruined -- or ,negative
"there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us . ",negative
hypermasculine ,negative
", it does so without compromising that complexity . ",positive
