Aspect Category,News Headlines
Sports,بابر اعظم جو ٽي ٽوئنٽي تان راڄ ختم !
Sports,پاڪستان انڊر 19 ۽ بنگلاديش انڊر 19 پهريون ون ڊي سڀاڻي کيڏندا، ٽرافي جي مهورت
Crime,درخواست ۾ ڄاڻايو ويو هو ته عمران خان رياستي ادارن جي آفيسرن خلاف بنا سبب چڙ ڏياريندڙ تقرير ڪري نفرت ڦهلائي
Sports,دبئي ( ويب ڊيسڪ ) انٽرنيشنل ڪرڪيٽ ڪائونسل ( آءِ سي سي ) سٽي باز ڪمپنين جا لوگو لڳائڻ تي مڙهيل پابندي ختم ڪري ڇڏي آهي.
Politics,صوبائي وزير سعيد غني چيو ته عمران خان ملڪ ۾ آئيني بحران پيدا ڪرڻ جي ڪوشش ڪري رهيو آهي، ادارن کي هڪٻئي جي ڪم ۾ مداخلت نه ڪرڻ گهرجي.
Crime,قتل جي ڌمڪين تي ڊپ ٿيندو آهي: سلمان خان جو اعتراف
Politics,پرڏيهي وزير چيو ته ادارن ۾ ورهاست نظر اچي رهي جنهن جي سزا عوام ڀوڳي رهيو آهي
Crime,جناح هائوس ساڙيندڙن جون تصويرون جاري، نشاندهي ڪندڙن لاءِ انعام جو اعلان
Crime,حادثي جي نتيجي ۾ 6 ڄڻا فوت ٿي ويا جڏهن ته عورتن ۽ ٻارن سميت 15 کان وڌيڪ زخمي ٿي پيا.
Sports,ميڊيا سان ڳالهائيندي هن ٻڌايو تھ شاهينز ٽيم قومي ٽيم جو بهترين بيڪ اپ هوندو آهي، جيڪو رانديگر هن ٽيم ۾ پرفارم ڪندو، ان کي قومي ٽيم ۾ جڳهه ملي ويندي آهي، روحيل هاڻ پاڻ مڃائي.
Sports,هاڪي ٽيم جي ڪوچ سيگفرائيڊ ايڪمين پاران پگهار نھ ملڻ تي ڪاروائي جي ڌمڪي
Politics,آمريڪي پرڏيهي کاتي جي ترجمان جو چوڻ هو ته وحشياڻي گهرو ويڙهه کان پوءِ صدر بشارالاسد لاڳاپا معمول تي آڻڻ جو مستحق ناهي، اسان بشارالااسد حڪومت سان پنهنجا لاڳاپا معمول تي نه آڻينداسين.
Politics,هن چيو ته اسان کي اميد ۽ حقيقت ۾ معاهدو اهو هو ته افغانستان جي سرزمين دهشتگردي لاءِ استعمال نه ٿيندي، جيڪا اسان لاءِ ڳڻتي جوڳي ڳالهه آهي.
Politics,شهزادي هيريءَ جا پيءَ ۽ ڀاءَ سان ڪهڙا اختلاف هئا، پاڻ ٻڌائي ڇڏيائين
Crime,هوڏانهن عورتاڻي آواز تي هرکجي ويل پورهيت بهادر خاصخيلي جي وارثن ايس ايس پي ٽنڊوالهيار کان گهر ڪئي ته نوٽيس وٺي نوجوان بهادر خاصخيلي ڌاڙيلن وٽان بازياب ڪرائي انصاف ڪيو وڃي.
Sports,آئي پي ايل سيزن 16 جي جاري مقابلن دوران سن رائيزز حيدرآباد جي بالر اويش خان پاران لکنئو سپر جائنٽس جي بيٽر هينرچ ڪلاسن کي فل ٽاس بال ڪرائڻ بعد اهو نو بال قرار ڏيڻ تي مداحن ۾ ڪاوڙ جي لهر آهي
Politics,شنوائي دوران جسٽس جمال مندوخيل چيو ته مون کي سوموٽو (پاڻمرادو) نوٽيس بابت ڪجهه خدشا آهن، اسان جي سامهون ٻن اسيمبلين جي اسپيڪرز جون درخواستون آهن، سپريم ڪورٽ طرفان پاڻمرادو نوٽيس جسٽس اعجاز الاحسن ۽ جسٽس مظاهر علي اڪبر نقوي جي نوٽ تي ورتو ويو، ڪيس ۾ چيف اليڪشن ڪمشنر کي به طلب ڪيو ويو، جيڪو ڌر ئي ناهي.
Sports,ٽي ٽوئنٽي ورلڊ ڪپ: فنچ جي ففٽي، ڪينگروز جي آئرش ٽيم کي 42 رنسن تان شڪست
Politics,بلدياتي چونڊن بابت درخواستن تي فيصلو سڀاڻي ٻڌايو ويندو
Crime,زمان پارڪ مان 9 مئي حملي جا 8 دهشتگرد گرفتار ڪرڻ جي دعويٰ
Crime,نرس جي آپگهات جي ڪوشش جي چڪر ۾ سيڪيورٽي گارڊ مارجي ويو !
Crime,چيلھار:چيلهار ۾ پوليس ڪارروائي ڪندي چوپايو مال جي چوري ڪندڙ گروهه جي 4 چورن کي گرفتار ڪري 5 ٻڪريون ۽ هڪ سوزوڪي گاڏي هٿ ڪري ورتي
Politics,ملڪ ڏکئي دور مان گذري رهيو آهي، سخت فيصلا ڪرڻا پوندا: ڪائرا
Sports,ذريعن جو اهو به چوڻ آهي ته مڪي آرٿر جي اپريل جي پهرين هفتي ۾ لاهور اچڻ جو امڪان آهي.
Crime,پوليس ترجمان موجب اورنگي ٽائون جي اقبال مارڪيٽ ٿاڻي جي پوليس چيڪنگ دوران هڪ جعلي آرمي تيمور علي پٽ عبدالعزيز کي گاڏي سميت گرفتار ڪري ورتو
Politics,ان موقعي تي وزيراعظم شهباز شريف چيو ته پنجاب ۽ خيبر پختونخوا صوبن ۾ آڪٽوبر کان اڳ چونڊون ڪرائڻ ڏکيو آهي، اسان چاهيون ٿا ته چونڊون ٿين پر هاڻوڪي صورتحال ۾ چونڊون ممڪن نه آهن.
Politics,ميرپورخاص ۾ 53 يوسيز جي چيئرمينن قسم کڻي ورتو
Sports,شاهد آفريدي جي آجياڻي ۾ ڪپتان بابر جي شرڪت نھ ڪرڻ تي سوال اٿي ويا
Crime,وڪيل موجب عدالت قرار ڏنو تھ جيا جي لاش وٽان مليل خط بھ شڪي هو، جيا جي ڊائري بھ رابعا خان کي چئن ڏينهن بعد ملي، جيڪا هن عدالت ۾ جمع ڪرائڻ بدران ۾ ميڊيا ۾ ڇپرائي ڇڏي
Politics,اسلام آباد : پرڏيهي وزير بلاول ڀٽو زرداري سان پيپلزپارٽي آزاد ڪشمير جي اڳواڻن اسلام آباد ۾ ملاقات ڪئي، جنهن ۾ ڪشميري اڳواڻن ڀارت پاران جي-20 ڪانفرس جي واپاريل ڪشمير ۾ اهتمام تي ڳڻتي ظاهر ڪئي
Politics,سنڌ کي هٿ سان ٻوڙائي وزير هاڻ پنهنجا گهر ڀري رهيا آهن: ارباب غلام رحيم
Crime,اسلام آباد :پوليس ۽ عدالت تي هٿياربند جٿن جي حملن جي جاچ لاءِ جي آئي ٽي ٺاهڻ جو فيصلو ڪيو ويو.
Crime,اوٻاوڙي ۾ مسافر بس کي باهه وڪوڙي وئي
Sports,وائيٽ بال جو تجربو رکان ٿو، ريڊ بال سان به جوهر ڏيکارڻ لاءِ تيار آهيان: حارث رئوف
Sports,ان کان اڳ پهرين ٽن بيٽرن جي ترت آئوٽ ٿيڻ بعد ٽيڪٽر 56 رنسن سان اسڪور وڌايو، اينڊريو بالبرني بھ 3 رنسن تي آئوٽ ٿي ويو، جنهن بعد لورڪن ٽڪر 108 جي اننگز کيڏي اسڪور وڌائي ورتو
Politics,منظور وساڻ، عمران خان جا پول پڌرا ڪري ڇڏيا
Crime,آمريڪا ۾ ڀارتي ڪمپني جي اکين جا ڦڙا لڳڻ سبب هڪ ڄڻو فوت 5 نظر کان محروم
Politics,ترجمان موجب انتونيو گوتريس پُرامن احتجاج جي حق جو احترام ڪرڻ تي وزيراعظم عمران خان جي خلاف قانون جي عملداري ۾ قانون جي احترام تي زور ڏنو آهي.
Crime,اسلام آباد (ويب ڊيسڪ) اسلام آباد هاءِ ڪورٽ جي ڀرپاسي وقفي وقفي سان فائرنگ جو سلسلو جاري آهي، جنهن کانپوءِ سيڪيورٽي الرٽ ڪئي وئي آهي.
Sports,شاهين آفريدي بي پي ايل ۾ حصو وٺندو يا نه؟ واضح ٿي ويو
Crime,رابطو ڪرڻ تي پوليس ٻڌايو ته ڀت جي معاملي تان ڌرين ۾ جهيڙو ٿيو آهي، وڌيڪ جاچ ڪريون پيا.
Politics,عمران خان کي اڄ 1 وڳي سي سي پي او آفيس طلب ڪيو ويو آهي.
Sports,ڪرڪ بز جي رپورٽ موجب، ٽورنامينٽ جي پهرين ميچ گذريل ورلڊ ڪپ جي ٻن فائنلسٽ انگلينڊ ۽ نيوزيلينڊ وچ ۾ پنج آڪٽوبر تي نريندر مودي ڪرڪيٽ اسٽيڊيم ۾ کيڏي ويندي ۽ فائنل به ان ئي ميدان تي 19 نومبر تي رٿيل آهي.
Politics,ڊجيٽل آدمشماري، ٻيٽن تي قبضي، ڊوميسائل پاليسي ۾ تبديلي خلاف عوامي تحريڪ جو ڪراچي ۾ تاريخي مارچ
Crime,هوٽل مالڪ ٻڌايو ته انور ٽانڪي مان پاڻي نه اچڻ سبب چيڪ ڪرڻ مٿي ويو هو ته کيس ڪرنٽ لڳي ويو، اسان کيس جناح اسپتال پهچايو، جتي هو فوت ٿي ويو.
Sports,هوڏانهن رمضان فٽبال ٽورنامينٽ ۾ مجموعي طور تي 8 ٽيمون حصو وٺي رهيون آهن، جن ۾ سخت مقابلا ٿيڻ جو امڪان آهي.
Sports,وڏن نالن جو هجڻ ضروري ناهي، لاهور قلندرز هر شعبي ۾ مڪمل آهي: راشد خان
Politics,اجلاس ۾ 9 مئي جي دهشتگردي جي واقعن جي شديد لفظن ۾ مذمت ڪئي وئي ۽ پاڪ فوج سان مڪمل يڪجهتي جو اظهار ڪيو ويو
Crime,ڏوهن جي روڪٿام لاءِ ڪراچي پوليس جو نئون فارمولو
Politics,اڳواڻن وڌيڪ چيو ته وفاقي وزير احسن اقبال آدمشماري بابت خدشا رکندڙن کي شرپسند چوڻ تي ملڪ جي عوام کان معافي وٺي.
Politics,اجلاس ۾ صوبائي صلاحڪار ارباب لطف الله، ضلعي صدر انجنيئر گيانچند، ڊاڪٽر مهيش ڪمار ملاڻي، پير امير علي شاهه جيلاني، ڊاڪٽر کٽومل جيوڻ، فقير شير محمد بلالاڻي، سريندر ولاسائي، دوست علي راهمون ۽ ٻين شرڪت ڪئي.
Crime,چيلهار ۽ ڀرپاسي ڪتن جو آزار، هفتي ۾ 20 ٻڪرين کي ڏاڙهي ڇڏيو
Politics,9 مئي واقعا، آرمي چيف وڏو بيان ڏئي ڇڏيو
Politics,جسٽس اطهر من الله چيو ته پاڻمرادي نوٽيس کان اڳ ئي سياسي ماحول وڌيڪ سخت ٿي ويو، جنهن تي عدالت اعتراض اٿاريا، ان سبب ئي عدالت جي غير جانبداري تي سوال اٿيا ۽ لکت ۾ اعتراض داخل ٿيا.
Crime,ميڪسيڪو جي شهر ويرا ڪروز ۾ ڏهن ورهين نينگر يارنهن ورهين جي ٻار کي وڊيو گيم ۾ هارائڻ سبب گولي هڻي قتل ڪري ڇڏيو.
Crime,پاڪستانين سان وڏو فراڊ ٿيڻ لڳو، ڪيترائي شڪار بڻجي ويا، اهم انڪشاف
Politics,اطلاعات واري وفاقي وزير مريم اورنگزيب چيو آهي ته جنهن سياسي ليڊر وٽ عوام جي طاقت هوندي آهي اهو غنڊن جو سهارو نه وٺندو آهي، زمان پارڪ ۾ هن وقت دهشتگرد ۽ ڪالعدم تنظيمن جا ڪارڪن موجود آهي، ڇا انصاف جٿن ۽ ڌمڪين کان ڊڄي ويو آهي؟
Politics,پوري ڪوشش ڪنداسين ته پاڪستان کي ڏکيائن مان ڪڍون. مُلڪ کي غربت مان ڇوٽڪارو ڏيارڻو آهي ته اجتمائي ڪوششون ڪرڻيون پونديون.
Politics,ڀارت جي تڪرارن کي جنم ڏيندڙ فلم دي ڪيرالا اسٽوري جي پروڊيوسر وپل شاهه واضع نموني چيو آهي تھ فلم مسلمانن يا اسلام خلاف ناهي، ان جي ڪهاڻي دهشتگردن ۽ انهن جي طريقيڪار تي فوڪس ڪيل آهي
Politics,لاهور ها ڪورٽ اڳوڻي وزيراعظم عمران خان کي بار بار گهرايو پر هو نه آيو، جنهن تي عدالت تحريڪ انصاف چيئرمين جي حفاظتي ضمانت واري درخواست رد ڪندي سومر تي پيش ٿيڻ جو حڪم ڏئي ڇڏيو، عمران خان کي پيش ٿي وضاحت نه ڏيڻ جي صورت ۾ توهين عدالت جو نوٽيس اماڻڻ جو اشارو پڻ ڏنو ويو، عدالت چيو آهي ته اسان وٽ ضمانت جي درخواست خارج ڪرڻ کان سوا ٻيو ڪو رستو ناهي.
Crime,ڳوٺ غلام محمد ۾ لاش هٿ.
Crime,پوليس پاران مڇريل ماڻهن کي ڇڙ وڇڙ ڪرڻ لاءِ ڳوڙها آڻيندڙ گئس ۽ واٽر ڪينن جو استعمال ڪيو ويو.
Politics,سندس چوڻ هو فيصلو ڪيو آهي ته هاڻ سپريم ڪورٽ جي رويي خلاف احتجاج ٿيندو ۽ سومر تي اسلام آباد ۾ سپريم ڪورٽ سامهون ڌرڻو هڻنداسين.
Politics,چيف جسٽس جو بينچ جوڙڻ وارو حڪم بدنيتي تي ٻڌل نه هو.
Crime,ڪوٽڙي مان هڪ ڄڻي جو گوليون لڳل لاش هٿ، پوليس واقعي واري هنڌ پهچي لاش کڻائي اسپتال پهچايو.
Sports,افغان سيريز لاءِ عبدالرحمان قومي ڪرڪيٽ ٽيم جو هيڊ ڪوچ ۽ عمر گل بالنگ ڪوچ مقرر
Politics,ساڳي طرح، بهاولپور جي ڪور ڪماندر ثاقب محمود ملڪ، پشاور جي ڪور ڪمانڊر سردار حسن اظهر حيات خان، ڪوئيٽا جي ڪور ڪمانڊر جنرل آصف غفور کي به تبديل ڪرڻ جو اصولي فيصلو ڪيو ويو آهي
Crime,جوهي ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Sports,آئوٽ ٿيڻ راند جو حصو آهي، بابر کي راضي ڪرڻ جي ڪوشش ڪندس: امام الحق
Sports,رونالڊو بعد ميسي بھ النصر سان معاهدي تي سوچڻ لڳو
Politics,ياد رهي ته پي ٽي آءِ چيئرمين عمران خان رمنا ٿاڻي تي داخل ڪيس ۾ عبوري ضمانت لاءِ درخواست داخل ڪئي آهي.
Politics,دانيا ڏچي ۾، ايف آءِ اي تحت ڪارروائي جي درخواست
Sports,هوڏانهن سريلنڪن بالر اوشاڊي راناسنگهي 5 وڪيٽون وٺي ڪاميابي ۾ اهم ڪردار ادا ڪيو.
Politics,وڏي وزير جي ڪاوڙ، ڊي سي ڄامشورو موڪل تي هليو ويو
Sports,ليجنڊز ليگ 2023ع جي مقابلن ۾ شاهد آفريدي جي ايشيا لائنز کي ٻيو ڀيرو شڪست کائڻي پئجي وئي آهي.
Politics,انٽيليجنس ادارن ڀارت جي فالس فليگ آپريشن جو پول پڌرو ڪري ڇڏيو
Politics,ڊجيٽل آدمشماري ۾ سنڌين کي اقليت ۾ تبديل ڪيو ويندو: نواز زئور
Crime,ترڪ وزارت انصاف ناقص اڏاوت ۾ ملوث ماڻهن جا گرفتاري وارنٽ جاري ڪندي 12 ڄڻن کي گرفتار ڪري ورتو آهي.
Crime,بلال ڪاڪا قتل ڪيس ۾ ملوث جوابدارن جي گرفتاري نه ٿيڻ خلاف وارثن ۽ سول سوسائٽي پاران ايس ايس پي آفيس ٻاهران احتجاجي مظاهرو ڪيو ويو.
Politics,اسلام آباد :وزيراعظم شهباز شريف چيو آهي ته عمران نيازي حڪومت خلاف بي اعتمادي جو ووٽ غير معمولي واقعو هو
Sports,شيڊول مطابق ٽي-20 سيريز کانپوءِ ٻنهي ٽيمن وچ ۾ 5 ون ڊي ميچن جي سيريز اڄ 27 اپريل کان شروع ٿيندي.
Sports,ورات ڪوهلي عظيم آسٽريلوي بيٽر رڪي پونٽنگ کي پوئتي ڇڏي ڏنو
Crime,علي گوهر، راجا مهر ۽ حاجي خان مهر خلاف اغوا جو ڪيس خارج
Sports,ڏکي کي ڏُک به گهڻا، پاڪستان جو اهم بيٽر انجريءَ سبب ڏکڻ آفريقا خلاف ميچ کان ٻاهر
Sports,جڏهن تھ انگلينڊ 2 گول ڪري اٽلي کي هارايو، اٽلي هڪ گول ڪري سگهي.
Sports,ميڊيا مطابق انڊيا مهاراجا 9 وڪيٽن تي 136 رنسون ڪيون، سريش رائنا 49 رنسون ٺاهيون. ورلڊ جائنٽس 7 وڪيٽن تي هدف ماڻي ورتو، ڪرس گيل 46 بالن تي 57 رنسن جي جارحاڻي اننگز کيڏي ويو.
